YearStart,YearEnd,LocationAbbr,State,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Sex,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2011,2011,OK,Oklahoma,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2011,Value,30.7,30.7,,,28.5,33,3070,,,,Male,,,"(35.472031356, -97.521070214)",PA,PA1,Q047,VALUE,40,Sex,Male,SEX,MALE
2011,2011,OK,Oklahoma,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011,Value,31.5,31.5,,,29.8,33.3,5026,,,,Female,,,"(35.472031356, -97.521070214)",OWS,OWS1,Q036,VALUE,40,Sex,Female,SEX,FEMALE
2011,2011,OK,Oklahoma,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011,Value,30.6,30.6,,,28.5,32.9,3133,,,,Male,,,"(35.472031356, -97.521070214)",OWS,OWS1,Q036,VALUE,40,Sex,Male,SEX,MALE
2012,2012,AL,Alabama,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2012,Value,30.1,30.1,,,28.4,31.8,5635,,,,Female,,,"(32.840571122, -86.631860762)",OWS,OWS1,Q037,VALUE,1,Sex,Female,SEX,FEMALE
2011,2011,OK,Oklahoma,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2011,Value,28.6,28.6,,,27,30.4,5026,,,,Female,,,"(35.472031356, -97.521070214)",OWS,OWS1,Q037,VALUE,40,Sex,Female,SEX,FEMALE
2011,2011,OK,Oklahoma,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2011,Value,40,40,,,37.7,42.4,3133,,,,Male,,,"(35.472031356, -97.521070214)",OWS,OWS1,Q037,VALUE,40,Sex,Male,SEX,MALE
2011,2011,OK,Oklahoma,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2011,Value,28.6,28.6,,,26.3,31.1,3058,,,,Male,,,"(35.472031356, -97.521070214)",PA,PA1,Q046,VALUE,40,Sex,Male,SEX,MALE
2011,2011,OK,Oklahoma,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2011,Value,19.2,19.2,,,17.7,20.8,5178,,,,Female,,,"(35.472031356, -97.521070214)",PA,PA1,Q046,VALUE,40,Sex,Female,SEX,FEMALE
2011,2011,OK,Oklahoma,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011,Value,27.6,27.6,,,25.4,30,3003,,,,Male,,,"(35.472031356, -97.521070214)",PA,PA1,Q045,VALUE,40,Sex,Male,SEX,MALE
2011,2011,OK,Oklahoma,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2011,Value,31.7,31.7,,,30.1,33.4,5213,,,,Female,,,"(35.472031356, -97.521070214)",PA,PA1,Q047,VALUE,40,Sex,Female,SEX,FEMALE
2011,2011,OR,Oregon,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011,Value,41.2,41.2,,,38.9,43.4,3247,,,,Female,,,"(44.567449424, -120.155031326)",PA,PA1,Q045,VALUE,41,Sex,Female,SEX,FEMALE
2011,2011,OR,Oregon,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011,Value,26.3,26.3,,,24,28.6,2541,,,,Male,,,"(44.567449424, -120.155031326)",OWS,OWS1,Q036,VALUE,41,Sex,Male,SEX,MALE
2011,2011,OR,Oregon,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011,Value,27.2,27.2,,,25.2,29.3,3418,,,,Female,,,"(44.567449424, -120.155031326)",OWS,OWS1,Q036,VALUE,41,Sex,Female,SEX,FEMALE
2011,2011,OR,Oregon,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2011,Value,20.8,20.8,,,18.5,23.4,2415,,,,Male,,,"(44.567449424, -120.155031326)",PA,PA1,Q047,VALUE,41,Sex,Male,SEX,MALE
2012,2012,AL,Alabama,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2012,Value,23.7,23.7,,,21.7,25.9,3056,,,,Male,,,"(32.840571122, -86.631860762)",PA,PA1,Q047,VALUE,1,Sex,Male,SEX,MALE
2011,2011,OR,Oregon,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2011,Value,18.7,18.7,,,17,20.6,3484,,,,Female,,,"(44.567449424, -120.155031326)",PA,PA1,Q047,VALUE,41,Sex,Female,SEX,FEMALE
2011,2011,OR,Oregon,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2011,Value,28.5,28.5,,,26.6,30.4,3418,,,,Female,,,"(44.567449424, -120.155031326)",OWS,OWS1,Q037,VALUE,41,Sex,Female,SEX,FEMALE
2011,2011,OR,Oregon,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011,Value,59.5,59.5,,,56.7,62.3,2279,,,,Male,,,"(44.567449424, -120.155031326)",PA,PA1,Q043,VALUE,41,Sex,Male,SEX,MALE
2011,2011,OR,Oregon,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011,Value,62.6,62.6,,,60.4,64.8,3299,,,,Female,,,"(44.567449424, -120.155031326)",PA,PA1,Q043,VALUE,41,Sex,Female,SEX,FEMALE
2011,2011,OR,Oregon,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2011,Value,28.2,28.2,,,26.2,30.2,3421,,,,Female,,,"(44.567449424, -120.155031326)",PA,PA1,Q046,VALUE,41,Sex,Female,SEX,FEMALE
2011,2011,OR,Oregon,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011,Value,40.2,40.2,,,37.4,42.9,2254,,,,Male,,,"(44.567449424, -120.155031326)",PA,PA1,Q045,VALUE,41,Sex,Male,SEX,MALE
2011,2011,OR,Oregon,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2011,Value,24.7,24.7,,,22.3,27.2,2255,,,,Male,,,"(44.567449424, -120.155031326)",PA,PA1,Q044,VALUE,41,Sex,Male,SEX,MALE
2011,2011,OR,Oregon,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2011,Value,33.8,33.8,,,31.2,36.4,2376,,,,Male,,,"(44.567449424, -120.155031326)",PA,PA1,Q046,VALUE,41,Sex,Male,SEX,MALE
2011,2011,OR,Oregon,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2011,Value,40.8,40.8,,,38.3,43.4,2541,,,,Male,,,"(44.567449424, -120.155031326)",OWS,OWS1,Q037,VALUE,41,Sex,Male,SEX,MALE
2011,2011,OR,Oregon,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2011,Value,22.2,22.2,,,20.3,24.2,3258,,,,Female,,,"(44.567449424, -120.155031326)",PA,PA1,Q044,VALUE,41,Sex,Female,SEX,FEMALE
2011,2011,PA,Pennsylvania,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011,Value,32.7,32.7,,,30.8,34.7,4191,,,,Male,,,"(40.793730152, -77.860700294)",PA,PA1,Q045,VALUE,42,Sex,Male,SEX,MALE
2011,2011,PA,Pennsylvania,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011,Value,27.2,27.2,,,25.7,28.8,6126,,,,Female,,,"(40.793730152, -77.860700294)",PA,PA1,Q045,VALUE,42,Sex,Female,SEX,FEMALE
2011,2011,PA,Pennsylvania,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011,Value,29.5,29.5,,,27.7,31.4,4535,,,,Male,,,"(40.793730152, -77.860700294)",OWS,OWS1,Q036,VALUE,42,Sex,Male,SEX,MALE
2011,2011,PA,Pennsylvania,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011,Value,27.6,27.6,,,26.1,29.2,6315,,,,Female,,,"(40.793730152, -77.860700294)",OWS,OWS1,Q036,VALUE,42,Sex,Female,SEX,FEMALE
2011,2011,PA,Pennsylvania,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2011,Value,41.1,41.1,,,39.1,43.1,4535,,,,Male,,,"(40.793730152, -77.860700294)",OWS,OWS1,Q037,VALUE,42,Sex,Male,SEX,MALE
2011,2011,PA,Pennsylvania,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2011,Value,30.9,30.9,,,29.2,32.6,6315,,,,Female,,,"(40.793730152, -77.860700294)",OWS,OWS1,Q037,VALUE,42,Sex,Female,SEX,FEMALE
2011,2011,PA,Pennsylvania,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2011,Value,21.5,21.5,,,19.8,23.4,4178,,,,Male,,,"(40.793730152, -77.860700294)",PA,PA1,Q044,VALUE,42,Sex,Male,SEX,MALE
2011,2011,PA,Pennsylvania,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2011,Value,23.3,23.3,,,21.8,24.9,6381,,,,Female,,,"(40.793730152, -77.860700294)",PA,PA1,Q046,VALUE,42,Sex,Female,SEX,FEMALE
2011,2011,PA,Pennsylvania,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011,Value,51.2,51.2,,,49.1,53.4,4227,,,,Male,,,"(40.793730152, -77.860700294)",PA,PA1,Q043,VALUE,42,Sex,Male,SEX,MALE
2011,2011,PA,Pennsylvania,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2011,Value,23.9,23.9,,,22.2,25.8,4392,,,,Male,,,"(40.793730152, -77.860700294)",PA,PA1,Q047,VALUE,42,Sex,Male,SEX,MALE
2015,2015,HI,Hawaii,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2015,Value,38.2,38.2,,,35.7,40.7,2998,,,,Male,,,"(21.304850435, -157.857749403)",PA,PA1,Q046,VALUE,15,Sex,Male,SEX,MALE
2011,2011,PA,Pennsylvania,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2011,Value,28.3,28.3,,,26.8,30,6487,,,,Female,,,"(40.793730152, -77.860700294)",PA,PA1,Q047,VALUE,42,Sex,Female,SEX,FEMALE
2011,2011,PA,Pennsylvania,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2011,Value,32.5,32.5,,,30.5,34.6,4319,,,,Male,,,"(40.793730152, -77.860700294)",PA,PA1,Q046,VALUE,42,Sex,Male,SEX,MALE
2011,2011,PA,Pennsylvania,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2011,Value,16.2,16.2,,,14.9,17.7,6104,,,,Female,,,"(40.793730152, -77.860700294)",PA,PA1,Q044,VALUE,42,Sex,Female,SEX,FEMALE
2011,2011,RI,Rhode Island,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011,Value,48.3,48.3,,,46,50.6,3733,,,,Female,,,"(41.708280193, -71.522470314)",PA,PA1,Q043,VALUE,44,Sex,Female,SEX,FEMALE
2011,2011,RI,Rhode Island,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011,Value,49.2,49.2,,,46.4,52,2332,,,,Male,,,"(41.708280193, -71.522470314)",PA,PA1,Q043,VALUE,44,Sex,Male,SEX,MALE
2011,2011,RI,Rhode Island,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011,Value,23.3,23.3,,,21.4,25.2,3728,,,,Female,,,"(41.708280193, -71.522470314)",OWS,OWS1,Q036,VALUE,44,Sex,Female,SEX,FEMALE
2011,2011,RI,Rhode Island,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011,Value,30.7,30.7,,,28.2,33.3,2326,,,,Male,,,"(41.708280193, -71.522470314)",PA,PA1,Q045,VALUE,44,Sex,Male,SEX,MALE
2011,2011,RI,Rhode Island,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2011,Value,33.1,33.1,,,30.5,35.9,2367,,,,Male,,,"(41.708280193, -71.522470314)",PA,PA1,Q046,VALUE,44,Sex,Male,SEX,MALE
2012,2012,AL,Alabama,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2012,Value,31.8,31.8,,,29.5,34.1,3016,,,,Male,,,"(32.840571122, -86.631860762)",OWS,OWS1,Q036,VALUE,1,Sex,Male,SEX,MALE
2011,2011,RI,Rhode Island,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2011,Value,21.5,21.5,,,19.2,24,2308,,,,Male,,,"(41.708280193, -71.522470314)",PA,PA1,Q044,VALUE,44,Sex,Male,SEX,MALE
2011,2011,RI,Rhode Island,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2011,Value,17.7,17.7,,,16.1,19.5,3693,,,,Female,,,"(41.708280193, -71.522470314)",PA,PA1,Q044,VALUE,44,Sex,Female,SEX,FEMALE
2011,2011,RI,Rhode Island,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011,Value,27.6,27.6,,,25.2,30,2454,,,,Male,,,"(41.708280193, -71.522470314)",OWS,OWS1,Q036,VALUE,44,Sex,Male,SEX,MALE
2011,2011,RI,Rhode Island,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2011,Value,42.8,42.8,,,40.2,45.5,2454,,,,Male,,,"(41.708280193, -71.522470314)",OWS,OWS1,Q037,VALUE,44,Sex,Male,SEX,MALE
2011,2011,RI,Rhode Island,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2011,Value,31.4,31.4,,,29.4,33.5,3728,,,,Female,,,"(41.708280193, -71.522470314)",OWS,OWS1,Q037,VALUE,44,Sex,Female,SEX,FEMALE
2011,2011,RI,Rhode Island,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2011,Value,27.7,27.7,,,25.8,29.7,3879,,,,Female,,,"(41.708280193, -71.522470314)",PA,PA1,Q047,VALUE,44,Sex,Female,SEX,FEMALE
2011,2011,RI,Rhode Island,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2011,Value,24.3,24.3,,,22.5,26.3,3823,,,,Female,,,"(41.708280193, -71.522470314)",PA,PA1,Q046,VALUE,44,Sex,Female,SEX,FEMALE
2012,2012,AL,Alabama,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2012,Value,34.1,34.1,,,32.3,35.9,5635,,,,Female,,,"(32.840571122, -86.631860762)",OWS,OWS1,Q036,VALUE,1,Sex,Female,SEX,FEMALE
2011,2011,RI,Rhode Island,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2011,Value,24.5,24.5,,,22.3,26.8,2404,,,,Male,,,"(41.708280193, -71.522470314)",PA,PA1,Q047,VALUE,44,Sex,Male,SEX,MALE
2011,2011,RI,Rhode Island,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011,Value,27.7,27.7,,,25.7,29.8,3716,,,,Female,,,"(41.708280193, -71.522470314)",PA,PA1,Q045,VALUE,44,Sex,Female,SEX,FEMALE
2011,2011,SC,South Carolina,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011,Value,52.9,52.9,,,50.6,55.2,4687,,,,Male,,,"(33.998821303, -81.045371207)",PA,PA1,Q043,VALUE,45,Sex,Male,SEX,MALE
2011,2011,SC,South Carolina,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011,Value,27.5,27.5,,,25.9,29.2,7098,,,,Female,,,"(33.998821303, -81.045371207)",PA,PA1,Q045,VALUE,45,Sex,Female,SEX,FEMALE
2011,2011,SC,South Carolina,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2011,Value,28.4,28.4,,,26.8,30.1,7319,,,,Female,,,"(33.998821303, -81.045371207)",OWS,OWS1,Q037,VALUE,45,Sex,Female,SEX,FEMALE
2011,2011,SC,South Carolina,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011,Value,33,33,,,31.4,34.7,7319,,,,Female,,,"(33.998821303, -81.045371207)",OWS,OWS1,Q036,VALUE,45,Sex,Female,SEX,FEMALE
2011,2011,SC,South Carolina,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2011,Value,14.5,14.5,,,13.3,15.9,7062,,,,Female,,,"(33.998821303, -81.045371207)",PA,PA1,Q044,VALUE,45,Sex,Female,SEX,FEMALE
2011,2011,SC,South Carolina,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2011,Value,22.9,22.9,,,21,24.9,4629,,,,Male,,,"(33.998821303, -81.045371207)",PA,PA1,Q044,VALUE,45,Sex,Male,SEX,MALE
2011,2011,SC,South Carolina,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2011,Value,35,35,,,32.9,37.2,4783,,,,Male,,,"(33.998821303, -81.045371207)",PA,PA1,Q046,VALUE,45,Sex,Male,SEX,MALE
2011,2011,SC,South Carolina,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011,Value,47.3,47.3,,,45.5,49.2,7133,,,,Female,,,"(33.998821303, -81.045371207)",PA,PA1,Q043,VALUE,45,Sex,Female,SEX,FEMALE
2011,2011,SC,South Carolina,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011,Value,34.1,34.1,,,31.9,36.2,4654,,,,Male,,,"(33.998821303, -81.045371207)",PA,PA1,Q045,VALUE,45,Sex,Male,SEX,MALE
2011,2011,SC,South Carolina,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2011,Value,41.8,41.8,,,39.7,43.9,5033,,,,Male,,,"(33.998821303, -81.045371207)",OWS,OWS1,Q037,VALUE,45,Sex,Male,SEX,MALE
2011,2011,SC,South Carolina,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011,Value,28.6,28.6,,,26.7,30.5,5033,,,,Male,,,"(33.998821303, -81.045371207)",OWS,OWS1,Q036,VALUE,45,Sex,Male,SEX,MALE
2011,2011,SC,South Carolina,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2011,Value,24.7,24.7,,,22.8,26.7,4862,,,,Male,,,"(33.998821303, -81.045371207)",PA,PA1,Q047,VALUE,45,Sex,Male,SEX,MALE
2011,2011,SC,South Carolina,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2011,Value,20.8,20.8,,,19.4,22.3,7398,,,,Female,,,"(33.998821303, -81.045371207)",PA,PA1,Q046,VALUE,45,Sex,Female,SEX,FEMALE
2011,2011,SC,South Carolina,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2011,Value,29.5,29.5,,,27.9,31.2,7503,,,,Female,,,"(33.998821303, -81.045371207)",PA,PA1,Q047,VALUE,45,Sex,Female,SEX,FEMALE
2011,2011,SD,South Dakota,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2011,Value,27.7,27.7,,,24.7,30.9,3208,,,,Male,,,"(44.353130053, -100.373530637)",PA,PA1,Q046,VALUE,46,Sex,Male,SEX,MALE
2011,2011,SD,South Dakota,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2011,Value,24.8,24.8,,,22.5,27.2,4819,,,,Female,,,"(44.353130053, -100.373530637)",PA,PA1,Q047,VALUE,46,Sex,Female,SEX,FEMALE
2011,2011,SD,South Dakota,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2011,Value,29.2,29.2,,,26.3,32.2,3226,,,,Male,,,"(44.353130053, -100.373530637)",PA,PA1,Q047,VALUE,46,Sex,Male,SEX,MALE
2011,2011,SD,South Dakota,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011,Value,26.3,26.3,,,23.9,28.8,4539,,,,Female,,,"(44.353130053, -100.373530637)",OWS,OWS1,Q036,VALUE,46,Sex,Female,SEX,FEMALE
2011,2011,SD,South Dakota,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2011,Value,15.7,15.7,,,13.4,18.2,3135,,,,Male,,,"(44.353130053, -100.373530637)",PA,PA1,Q044,VALUE,46,Sex,Male,SEX,MALE
2011,2011,SD,South Dakota,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2011,Value,24.6,24.6,,,22.2,27.1,4792,,,,Female,,,"(44.353130053, -100.373530637)",PA,PA1,Q046,VALUE,46,Sex,Female,SEX,FEMALE
2011,2011,SD,South Dakota,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011,Value,24.6,24.6,,,22,27.5,3136,,,,Male,,,"(44.353130053, -100.373530637)",PA,PA1,Q045,VALUE,46,Sex,Male,SEX,MALE
2011,2011,SD,South Dakota,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011,Value,49.3,49.3,,,46.5,52.1,4690,,,,Female,,,"(44.353130053, -100.373530637)",PA,PA1,Q043,VALUE,46,Sex,Female,SEX,FEMALE
2011,2011,SD,South Dakota,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011,Value,42.8,42.8,,,39.6,46.1,3149,,,,Male,,,"(44.353130053, -100.373530637)",PA,PA1,Q043,VALUE,46,Sex,Male,SEX,MALE
2011,2011,SD,South Dakota,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2011,Value,28.9,28.9,,,26.5,31.4,4539,,,,Female,,,"(44.353130053, -100.373530637)",OWS,OWS1,Q037,VALUE,46,Sex,Female,SEX,FEMALE
2011,2011,SD,South Dakota,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2011,Value,29.9,29.9,,,27.1,32.8,3281,,,,Male,,,"(44.353130053, -100.373530637)",OWS,OWS1,Q036,VALUE,46,Sex,Male,SEX,MALE
2011,2011,SD,South Dakota,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2011,Value,43.4,43.4,,,40.2,46.6,3281,,,,Male,,,"(44.353130053, -100.373530637)",OWS,OWS1,Q037,VALUE,46,Sex,Male,SEX,MALE
